Nombre;Especie;Género;Familia;Orden
;Limnogale mergulus;Limnogale;Tenrecidae;AFROSORICIDA
;Oryzomys meridensis;Oryzomys;Cricetidae;RODENTIA
;Cryptotis meridensis;Cryptotis;Soricidae;SORICOMORPHA
Gerbil de Mongolia;Meriones meridianus;Meriones;Muridae;RODENTIA
;Mysateles meridionalis;Mysateles;Capromyidae;RODENTIA
;Tamias merriami;Tamias;Sciuridae;RODENTIA
Canguro-ratón de Merriam;Dipodomys merriami;Dipodomys;Heteromyidae;RODENTIA
;Perognathus merriami;Perognathus;Heteromyidae;RODENTIA
;Cratogeomys merriami;Cratogeomys;Geomyidae ;RODENTIA
;Peromyscus merriami;Peromyscus;Cricetidae;RODENTIA
;Cryptotis merriami;Cryptotis;Soricidae;SORICOMORPHA
;Sorex merriami;Sorex;Soricidae;SORICOMORPHA
;Suncus mertensi;Suncus;Soricidae;SORICOMORPHA
;Dendromus mesomelas;Dendromus;Nesomyidae;RODENTIA
Chacal de lomo negro;Canis mesomelas;Canis;Canidae;CARNIVORA
;Gerbillus mesopotamiae;Gerbillus;Muridae;RODENTIA
;Dendromus messorius;Dendromus;Nesomyidae;RODENTIA
;Marmosa mexicana;Marmosa;Didelphidae;DIDELPHIMORPHIA
;Tamandua mexicana;Tamandua;Myrmecophagidae;PILOSA
;Neotoma mexicana;Neotoma;Cricetidae;RODENTIA
;Dasyprocta mexicana;Dasyprocta;Dasyproctidae;RODENTIA
;Cryptotis mexicana;Cryptotis;Soricidae;SORICOMORPHA
;Choeronycteris mexicana;Choeronycteris;Phyllostomidae;CHIROPTERA
;Cynomys mexicanus;Cynomys;Sciuridae;RODENTIA
;Spermophilus mexicanus;Spermophilus;Sciuridae;RODENTIA
;Microtus mexicanus;Microtus;Cricetidae;RODENTIA
Ratón ciervo de México;Peromyscus mexicanus;Peromyscus;Cricetidae;RODENTIA
;Reithrodontomys mexicanus;Reithrodontomys;Cricetidae;RODENTIA
;Rheomys mexicanus;Rheomys;Cricetidae;RODENTIA
;Sphiggurus mexicanus;Sphiggurus;Erethizontidae;RODENTIA
;Cynomops mexicanus;Cynomops;Molossidae;CHIROPTERA
;Corynorhinus mexicanus;Corynorhinus;Vespertilionidae;CHIROPTERA
;Lenomys meyeri;Lenomys;Muridae;RODENTIA
;Salpingotulus michaelis;Salpingotulus;Dipodidae;RODENTIA
;Aotus miconax;Aotus;Aotidae;PRIMATES
;Taeromys microbullatus;Taeromys;Muridae;RODENTIA
;Lepilemur microdon;Lepilemur;Lepilemuridae;PRIMATES
;Reithrodontomys microdon;Reithrodontomys;Cricetidae;RODENTIA
;Apomys microdon;Apomys;Muridae;RODENTIA
;Nyctophilus microdon;Nyctophilus;Vespertilionidae;CHIROPTERA
;Spalax microphthalmus;Spalax;Spalacidae;RODENTIA
Murciélago grande de cola de ratón;Rhinopoma microphyllum;Rhinopoma;Rhinopomatidae;CHIROPTERA
;Dipodomys microps;Dipodomys;Heteromyidae;RODENTIA
;Neotoma micropus;Neotoma;Cricetidae;RODENTIA
;Loxodontomys micropus;Loxodontomys;Cricetidae;RODENTIA
;Paraechinus micropus;Paraechinus;Erinaceidae;ERINACEOMORPHA
;Chilonatalus micropus;Chilonatalus;Natalidae;CHIROPTERA
;Gracilinanus microtarsus;Gracilinanus;Didelphidae;DIDELPHIMORPHIA
;Graphiurus microtis;Graphiurus;Gliridae;RODENTIA
;Oligoryzomys microtis;Oligoryzomys;Cricetidae;RODENTIA
;Lepus microtis;Lepus;Leporidae;LAGOMORPHA
;Micronycteris microtis;Micronycteris;Phyllostomidae;CHIROPTERA
;Nyctophilus microtis;Nyctophilus;Vespertilionidae;CHIROPTERA
;Atelocynus microtis;Atelocynus;Canidae;CARNIVORA
;Euroscaptor micrura;Euroscaptor;Talpidae;SORICOMORPHA
;Nesophontes micrus;Nesophontes;Nesophontidae;SORICOMORPHA
Tamarino midas;Saguinus midas;Saguinus;Cebidae;PRIMATES
;Mops midas;Mops;Molossidae;CHIROPTERA
;Microtus middendorffii;Microtus;Cricetidae;RODENTIA
Hámster armenio;Cricetulus migratorius;Cricetulus;Cricetidae;RODENTIA
;Eothenomys miletus;Eothenomys;Cricetidae;RODENTIA
;Dacnomys millardi;Dacnomys;Muridae;RODENTIA
;Sorex milleri;Sorex;Soricidae;SORICOMORPHA
;Leopoldamys milleti;Leopoldamys;Muridae;RODENTIA
;Volemys millicens;Volemys;Cricetidae;RODENTIA
;Capricornis milneedwardsii;Capricornis;Bovidae;ARTIODACTYLA
Vizcacha del monte;Octomys mimax;Octomys;Octodontidae;RODENTIA
;Phalanger mimicus;Phalanger;Phalangeridae;DIPROTODONTIA
;Pseudantechinus mimulus;Pseudantechinus;Dasyuridae;DASYUROMORPHIA
;Microsciurus mimulus;Microsciurus;Sciuridae;RODENTIA
;Akodon mimus;Akodon;Cricetidae;RODENTIA
;Haeromys minahassae;Haeromys;Muridae;RODENTIA
;Pipistrellus minahassae;Pipistrellus;Vespertilionidae;CHIROPTERA
;Proechimys mincae;Proechimys;Echimyidae;RODENTIA
;Petinomys mindanensis;Petinomys;Sciuridae;RODENTIA
;Sundasciurus mindanensis;Sundasciurus;Sciuridae;RODENTIA
;Anonymomys mindorensis;Anonymomys;Muridae;RODENTIA
;Chrotomys mindorensis;Chrotomys;Muridae;RODENTIA
;Rattus mindorensis;Rattus;Muridae;RODENTIA
;Bubalus mindorensis;Bubalus;Bovidae;ARTIODACTYLA
;Crocidura mindorus;Crocidura;Soricidae;SORICOMORPHA
;Chironectes minimus;Chironectes;Didelphidae;DIDELPHIMORPHIA
;Antechinus minimus;Antechinus;Dasyuridae;DASYUROMORPHIA
;Tamias minimus;Tamias;Sciuridae;RODENTIA
;Epomophorus minimus;Epomophorus;Pteropodidae;CHIROPTERA
;Macroglossus minimus;Macroglossus;Pteropodidae;CHIROPTERA
;Grammomys minnae;Grammomys;Muridae;RODENTIA
;Tupaia minor;Tupaia;Tupaiidae;SCANDENTIA
;Eliurus minor;Eliurus;Nesomyidae;RODENTIA
;Pelomys minor;Pelomys;Muridae;RODENTIA
;Praomys minor;Praomys;Muridae;RODENTIA
;Dobsonia minor;Dobsonia;Pteropodidae;CHIROPTERA
;Epomophorus minor;Epomophorus;Pteropodidae;CHIROPTERA
;Ptenochirus minor;Ptenochirus;Pteropodidae;CHIROPTERA
;Choeroniscus minor;Choeroniscus;Phyllostomidae;CHIROPTERA
;Lasiurus minor;Lasiurus;Vespertilionidae;CHIROPTERA
;Miniopterus minor;Miniopterus;Vespertilionidae;CHIROPTERA
Delfín del Indo;Platanista minor;Platanista;Platanistidae;CETACEA
;Acomys minous;Acomys;Muridae;RODENTIA
;Cheirogaleus minusculus;Cheirogaleus;Cheirogaleidae;PRIMATES
;Micronycteris minuta;Micronycteris;Phyllostomidae;CHIROPTERA
;Kerivoula minuta;Kerivoula;Vespertilionidae;CHIROPTERA
;Rhogeessa minutilla;Rhogeessa;Vespertilionidae;CHIROPTERA
;Sorex minutissimus;Sorex;Soricidae;SORICOMORPHA
Ratón pigmeo africano;Mus minutoides;Mus;Muridae;RODENTIA
;Microryzomys minutus;Microryzomys;Cricetidae;RODENTIA
;Neacomys minutus;Neacomys;Cricetidae;RODENTIA
Ratón espiguero;Micromys minutus;Micromys;Muridae;RODENTIA
;Ctenomys minutus;Ctenomys;Ctenomyidae;RODENTIA
;Sorex minutus;Sorex;Soricidae;SORICOMORPHA
;Cynopterus minutus;Cynopterus;Pteropodidae;CHIROPTERA
;Nyctimene minutus;Nyctimene;Pteropodidae;CHIROPTERA
;Mormopterus minutus;Mormopterus;Molossidae;CHIROPTERA
;Rhogeessa mira;Rhogeessa;Vespertilionidae;CHIROPTERA
;Sorex mirabilis;Sorex;Soricidae;SORICOMORPHA
;Tylomys mirae;Tylomys;Cricetidae;RODENTIA
;Trinomys mirapitanga;Trinomys;Echimyidae;RODENTIA
;Mesoplodon mirus;Mesoplodon;Ziphiidae;CETACEA
;Brucepattersonius misionensis;Brucepattersonius;Cricetidae;RODENTIA
;Praomys misonnei;Praomys;Muridae;RODENTIA
;Sturnira mistratensis;Sturnira;Phyllostomidae;CHIROPTERA
;Notomys mitchellii;Notomys;Muridae;RODENTIA
Cercopiteco de diadema;Cercopithecus mitis;Cercopithecus;Cercopithecidae;PRIMATES
;Rhinolophus mitratus;Rhinolophus;Rhinolophidae;CHIROPTERA
;Lemniscomys mittendorfi;Lemniscomys;Muridae;RODENTIA
Lémur ratón de Mittermeier ;Microcebus mittermeieri;Microcebus;Cheirogaleidae;PRIMATES
;Microtus miurus;Microtus;Cricetidae;RODENTIA
;Saccolaimus mixtus;Saccolaimus;Emballonuridae;CHIROPTERA
;Crocidura miya;Crocidura;Soricidae;SORICOMORPHA
;Euroscaptor mizura;Euroscaptor;Talpidae;SORICOMORPHA
;Callicebus modestus;Callicebus;Pitheciidae;PRIMATES
;Rhipidomys modicus;Rhipidomys;Cricetidae;RODENTIA
;Tupaia moellendorffi;Tupaia;Tupaiidae;SCANDENTIA
;Sundasciurus moellendorffi;Sundasciurus;Sciuridae;RODENTIA
;Spermophilus mohavensis;Spermophilus;Sciuridae;RODENTIA
Gálago moholi;Galago moholi;Galago;Galagidae;PRIMATES
;Maxomys moi;Maxomys;Muridae;RODENTIA
;Akodon molinae;Akodon;Cricetidae;RODENTIA
;Lundomys molitor;Lundomys;Cricetidae;RODENTIA
;Rattus mollicomulus;Rattus;Muridae;RODENTIA
;Spermophilus mollis;Spermophilus;Sciuridae;RODENTIA
;Akodon mollis;Akodon;Cricetidae;RODENTIA
;Paramelomys mollis;Paramelomys;Muridae;RODENTIA
Sahuí moloso;Callicebus moloch;Callicebus;Pitheciidae;PRIMATES
Gibón plateado;Hylobates moloch;Hylobates;Hylobatidae;PRIMATES
;Mimetillus moloneyi;Mimetillus;Vespertilionidae;CHIROPTERA
;Pteropus molossinus;Pteropus;Pteropodidae;CHIROPTERA
Murciélago mastín común;Molossus molossus;Molossus;Molossidae;CHIROPTERA
;Myotis moluccarum;Myotis;Vespertilionidae;CHIROPTERA
;Dobsonia moluccensis;Dobsonia;Pteropodidae;CHIROPTERA
;Pteromys momonga;Pteromys;Sciuridae;RODENTIA
Cercopiteco mona;Cercopithecus mona;Cercopithecus;Cercopithecidae;PRIMATES
;Pithecia monachus;Pithecia;Pitheciidae;PRIMATES
;Monachus monachus;Monachus;Phocidae;CARNIVORA
;Graphiurus monardi;Graphiurus;Gliridae;RODENTIA
Marmota canadiense;Marmota monax;Marmota;Sciuridae;RODENTIA
;Crocidura monax;Crocidura;Soricidae;SORICOMORPHA
;Crossomys moncktoni;Crossomys;Muridae;RODENTIA
;Paramelomys moncktoni;Paramelomys;Muridae;RODENTIA
;Microtus mongolicus;Microtus;Cricetidae;RODENTIA
Lémur mangosta;Eulemur mongoz;Eulemur;Lemuridae;PRIMATES
;Rhinolophus monoceros;Rhinolophus;Rhinolophidae;CHIROPTERA
Narval;Monodon monoceros;Monodon;Monodontidae;CETACEA
;Thomasomys monochromos;Thomasomys;Cricetidae;RODENTIA
;Hypsignathus monstrosus;Hypsignathus;Pteropodidae;CHIROPTERA
;Tupaia montana;Tupaia;Tupaiidae;SCANDENTIA
Topillo montano;Microtus montanus;Microtus;Cricetidae;RODENTIA
;Reithrodontomys montanus;Reithrodontomys;Cricetidae;RODENTIA
;Dasymys montanus;Dasymys;Muridae;RODENTIA
;Rattus montanus;Rattus;Muridae;RODENTIA
;Isolobodon montanus;Isolobodon;Capromyidae;RODENTIA
;Suncus montanus;Suncus;Soricidae;SORICOMORPHA
;Rhinolophus montanus;Rhinolophus;Rhinolophidae;CHIROPTERA
;Nyctalus montanus;Nyctalus;Vespertilionidae;CHIROPTERA
;Histiotus montanus;Histiotus;Vespertilionidae;CHIROPTERA
;Microtus montebelli;Microtus;Cricetidae;RODENTIA
;Otolemur monteiri;Otolemur;Galagidae;PRIMATES
;Akodon montensis;Akodon;Cricetidae;RODENTIA
;Microgale monticola;Microgale;Tenrecidae;AFROSORICIDA
;Thomomys monticola;Thomomys;Geomyidae ;RODENTIA
;Crocidura monticola;Crocidura;Soricidae;SORICOMORPHA
;Emballonura monticola;Emballonura;Emballonuridae;CHIROPTERA
;Philantomba monticola;Philantomba;Bovidae;ARTIODACTYLA
;Neusticomys monticolus;Neusticomys;Cricetidae;RODENTIA
;Sorex monticolus;Sorex;Soricidae;SORICOMORPHA
;Petromyscus monticularis;Petromyscus;Nesomyidae;RODENTIA
;Bunolagus monticularis;Bunolagus;Leporidae;LAGOMORPHA
;Crocidura montis;Crocidura;Soricidae;SORICOMORPHA
;Cryptotis montivaga;Cryptotis;Soricidae;SORICOMORPHA
;Myotis montivagus;Myotis;Vespertilionidae;CHIROPTERA
;Alticola montosa;Alticola;Cricetidae;RODENTIA
;Trinomys moojeni;Trinomys;Echimyidae;RODENTIA
;Mops mops;Mops;Molossidae;CHIROPTERA
;Euneomys mordax;Euneomys;Cricetidae;RODENTIA
;Notomys mordax;Notomys;Muridae;RODENTIA
;Rattus mordax;Rattus;Muridae;RODENTIA
;Lonchophylla mordax;Lonchophylla;Phyllostomidae;CHIROPTERA
;Sturnira mordax;Sturnira;Phyllostomidae;CHIROPTERA
;Falsistrellus mordax;Falsistrellus;Vespertilionidae;CHIROPTERA
;Harpiocephalus mordax;Harpiocephalus;Vespertilionidae;CHIROPTERA
;Eligmodontia moreni;Eligmodontia;Cricetidae;RODENTIA
;Glossophaga morenoi;Glossophaga;Phyllostomidae;CHIROPTERA
;Eligmodontia morgani;Eligmodontia;Cricetidae;RODENTIA
;Praomys morio;Praomys;Muridae;RODENTIA
;Sylvisorex morio;Sylvisorex;Soricidae;SORICOMORPHA
;Chalinolobus morio;Chalinolobus;Vespertilionidae;CHIROPTERA
;Rattus morotaiensis;Rattus;Muridae;RODENTIA
;Myotis morrisi;Myotis;Vespertilionidae;CHIROPTERA
;Desmana moschata;Desmana;Talpidae;SORICOMORPHA
;Melogale moschata;Melogale;Mustelidae;CARNIVORA
;Hypsiprymnodon moschatus;Hypsiprymnodon;Hypsiprymnodontidae;DIPROTODONTIA
Topo de hocico corto;Scaptochirus moschatus;Scaptochirus;Talpidae;SORICOMORPHA
Suni;Neotragus moschatus;Neotragus;Bovidae;ARTIODACTYLA
Buey almizclero;Ovibos moschatus;Ovibos;Bovidae;ARTIODACTYLA
Ciervo almizclero siberiano;Moschus moschiferus;Moschus;Moschidae;ARTIODACTYLA
;Dorcopsis muelleri;Dorcopsis;Macropodidae;DIPROTODONTIA
Gibón de Müller de Borneo;Hylobates muelleri;Hylobates;Hylobatidae;PRIMATES
;Sundamys muelleri;Sundamys;Muridae;RODENTIA
Rata espinosa de Muennink;Tokudaia muenninki;Tokudaia;Muridae;RODENTIA
;Microtus mujanensis;Microtus;Cricetidae;RODENTIA
Macaco Rhesus;Macaca mulatta;Macaca;Cercopithecidae;PRIMATES
;Ochotona muliensis;Ochotona;Ochotonidae;LAGOMORPHA
;Acomys mullah;Acomys;Muridae;RODENTIA
;Microtus multiplex;Microtus;Cricetidae;RODENTIA
;Eliomys munbyanus;Eliomys;Gliridae;RODENTIA
Mangosta rayada;Mungos mungo;Mungos;Herpestidae;CARNIVORA
Muntíaco de la India;Muntiacus muntjak;Muntiacus;Cervidae;ARTIODACTYLA
;Crocidura muricauda;Crocidura;Soricidae;SORICOMORPHA
;Myotis muricola;Myotis;Vespertilionidae;CHIROPTERA
;Gerbillus muriculus;Gerbillus;Muridae;RODENTIA
;Marmosa murina;Marmosa;Didelphidae;DIDELPHIMORPHIA
;Sminthopsis murina;Sminthopsis;Dasyuridae;DASYUROMORPHIA
;Microperoryctes murina;Microperoryctes;Peramelidae;PERAMELEMORPHIA
;Dendrogale murina;Dendrogale;Tupaiidae;SCANDENTIA
Lémur ratón gris;Microcebus murinus;Microcebus;Cheirogaleidae;PRIMATES
;Prosciurillus murinus;Prosciurillus;Sciuridae;RODENTIA
Lirón del bosque;Graphiurus murinus;Graphiurus;Gliridae;RODENTIA
;Pseudohydromys murinus;Pseudohydromys;Muridae;RODENTIA
;Suncus murinus;Suncus;Soricidae;SORICOMORPHA
Murciélago bicolor;Vespertilio murinus;Vespertilio;Vespertilionidae;CHIROPTERA
;Chiropodomys muroides;Chiropodomys;Muridae;RODENTIA
;Rhinopoma muscatellum;Rhinopoma;Rhinopomatidae;CHIROPTERA
;Hypsugo musciculus;Hypsugo;Vespertilionidae;CHIROPTERA
;Kerivoula muscina;Kerivoula;Vespertilionidae;CHIROPTERA
;Hipposideros muscinus;Hipposideros;Hipposideridae;CHIROPTERA
;Calomys musculinus;Calomys;Cricetidae;RODENTIA
;Mus musculoides;Mus;Muridae;RODENTIA
;Baiomys musculus;Baiomys;Cricetidae;RODENTIA
;Apomys musculus;Apomys;Muridae;RODENTIA
Ratón;Mus musculus;Mus;Muridae;RODENTIA
Ballena azul;Balaenoptera musculus;Balaenoptera;Balaenopteridae;CETACEA
;Spermophilus musicus;Spermophilus;Sciuridae;RODENTIA
;Maxomys musschenbroekii;Maxomys;Muridae;RODENTIA
;Macrogalidia musschenbroekii;Macrogalidia;Viverridae;CARNIVORA
;Volemys musseri;Volemys;Cricetidae;RODENTIA
;Neacomys musseri;Neacomys;Cricetidae;RODENTIA
;Archboldomys musseri;Archboldomys;Muridae;RODENTIA
;Microhydromys musseri;Microhydromys;Muridae;RODENTIA
;Crocidura musseri;Crocidura;Soricidae;SORICOMORPHA
;Neusticomys mussoi;Neusticomys;Cricetidae;RODENTIA
;Lepilemur mustelinus;Lepilemur;Lepilemuridae;PRIMATES
;Galea musteloides;Galea;Caviidae;RODENTIA
;Heliosciurus mutabilis;Heliosciurus;Sciuridae;RODENTIA
;Crocidura mutesae;Crocidura;Soricidae;SORICOMORPHA
;Praomys mutoni;Praomys;Muridae;RODENTIA
;Xeromys myoides;Xeromys;Muridae;RODENTIA
;Myospalax myospalax;Myospalax;Spalacidae;RODENTIA
;Trinomys myosuros;Trinomys;Echimyidae;RODENTIA
Murciélago ratonero grande;Myotis myotis;Myotis;Vespertilionidae;CHIROPTERA
;Microcebus myoxinus;Microcebus;Cheirogaleidae;PRIMATES
;Eliurus myoxinus;Eliurus;Nesomyidae;RODENTIA
;Kerivoula myrella;Kerivoula;Vespertilionidae;CHIROPTERA
;Dendromus mystacalis;Dendromus;Nesomyidae;RODENTIA
Ratón de campo de dientes anchos del Este;Apodemus mystacinus;Apodemus;Muridae;RODENTIA
;Myotis mystacinus;Myotis;Vespertilionidae;CHIROPTERA
Tití bebeleche;Saguinus mystax;Saguinus;Cebidae;PRIMATES
;Calomyscus mystax;Calomyscus;Calomyscidae;RODENTIA
;Akodon mystax;Akodon;Cricetidae;RODENTIA
;Balaena mysticetus;Balaena;Balaenidae;CETACEA
;Elephantulus myurus;Elephantulus;Macroscelididae;MACROSCELIDEA
;Massoutiera mzabi;Massoutiera;Ctenodactylidae;RODENTIA
;Graphiurus nagtglasii;Graphiurus;Gliridae;RODENTIA
;Arvicanthis nairobae;Arvicanthis;Muridae;RODENTIA
;Tachyoryctes naivashae;Tachyoryctes;Spalacidae;RODENTIA
;Micaelamys namaquensis;Micaelamys;Muridae;RODENTIA
;Laephotis namibensis;Laephotis;Vespertilionidae;CHIROPTERA
;Crocidura nana;Crocidura;Soricidae;SORICOMORPHA
;Nycteris nana;Nycteris;Nycteridae;CHIROPTERA
;Brachyphylla nana;Brachyphylla;Phyllostomidae;CHIROPTERA
;Sturnira nana;Sturnira;Phyllostomidae;CHIROPTERA
;Mazama nana;Mazama;Cervidae;ARTIODACTYLA
;Gerbillus nancillus;Gerbillus;Muridae;RODENTIA
Mono nocturno de Nancy Ma;Aotus nancymaae;Aotus;Aotidae;PRIMATES
;Crocidura nanilla;Crocidura;Soricidae;SORICOMORPHA
;Mops nanulus;Mops;Molossidae;CHIROPTERA
;Pipistrellus nanulus;Pipistrellus;Vespertilionidae;CHIROPTERA
;Cercartetus nanus;Cercartetus;Burramyidae;DIPROTODONTIA
;Gerbillus nanus;Gerbillus;Muridae;RODENTIA
;Pseudomys nanus;Pseudomys;Muridae;RODENTIA
;Mesocapromys nanus;Mesocapromys;Capromyidae;RODENTIA
;Sorex nanus;Sorex;Soricidae;SORICOMORPHA
;Neoromicia nanus;Neoromicia;Vespertilionidae;CHIROPTERA
;Sicista napaea;Sicista;Dipodidae;RODENTIA
;Tragulus napu;Tragulus;Tragulidae;ARTIODACTYLA
Coatí de nariz blanca;Nasua narica;Nasua;Procyonidae;CARNIVORA
;Phascomurexia naso;Phascomurexia;Dasyuridae;DASYUROMORPHIA
;Euchoreutes naso;Euchoreutes;Dipodidae;RODENTIA
;Melasmothrix naso;Melasmothrix;Muridae;RODENTIA
;Paramelomys naso;Paramelomys;Muridae;RODENTIA
;Paulamys naso;Paulamys;Muridae;RODENTIA
Murcielaguito narigón;Rhynchonycteris naso;Rhynchonycteris;Emballonuridae;CHIROPTERA
;Herpestes naso;Herpestes;Herpestidae;CARNIVORA
;Microgale nasoloi;Microgale;Tenrecidae;AFROSORICIDA
Adax;Addax nasomaculatus;Addax;Bovidae;ARTIODACTYLA
Coatí;Nasua nasua;Nasua;Procyonidae;CARNIVORA
Bandicoot de nariz larga;Perameles nasuta;Perameles;Peramelidae;PERAMELEMORPHIA
Ratón de roca del norte;Peromyscus nasutus;Peromyscus;Cricetidae;RODENTIA
;Oxymycterus nasutus;Oxymycterus;Cricetidae;RODENTIA
;Promops nasutus;Promops;Molossidae;CHIROPTERA
;Eptesicus nasutus;Eptesicus;Vespertilionidae;CHIROPTERA
Rata natal multimamaria;Mastomys natalensis;Mastomys;Muridae;RODENTIA
Murciélago de dedos largos de Natal;Miniopterus natalensis;Miniopterus;Vespertilionidae;CHIROPTERA
;Cephalophus natalensis;Cephalophus;Bovidae;ARTIODACTYLA
;Pipistrellus nathusii;Pipistrellus;Vespertilionidae;CHIROPTERA
;Chaetophractus nationi;Chaetophractus;Dasypodidae;CINGULATA
;Rattus nativitatis;Rattus;Muridae;RODENTIA
Murciélago ratonero gris;Myotis nattereri;Myotis;Vespertilionidae;CHIROPTERA
;Presbytis natunae;Presbytis;Cercopithecidae;PRIMATES
;Sciurus nayaritensis;Sciurus;Sciuridae;RODENTIA
Baral;Pseudois nayaur;Pseudois;Bovidae;ARTIODACTYLA
;Mus neavei;Mus;Muridae;RODENTIA
;Marmosops neblina;Marmosops;Didelphidae;DIDELPHIMORPHIA
Pantera nebulosa;Neofelis nebulosa;Neofelis;Felidae;CARNIVORA
;Nyctophilus nebulosus;Nyctophilus;Vespertilionidae;CHIROPTERA
Cercopiteco de Brazza;Cercopithecus neglectus;Cercopithecus;Cercopithecidae;PRIMATES
;Cratogeomys neglectus;Cratogeomys;Geomyidae ;RODENTIA
;Molossops neglectus;Molossops;Molossidae;CHIROPTERA
;Crocidura negligens;Crocidura;Soricidae;SORICOMORPHA
;Isothrix negrensis;Isothrix;Echimyidae;RODENTIA
;Crocidura negrina;Crocidura;Soricidae;SORICOMORPHA
;Spalax nehringi;Spalax;Spalacidae;RODENTIA
;Leopoldamys neilli;Leopoldamys;Muridae;RODENTIA
;Ammospermophilus nelsoni;Ammospermophilus;Sciuridae;RODENTIA
;Dipodomys nelsoni;Dipodomys;Heteromyidae;RODENTIA
;Heteromys nelsoni;Heteromys;Heteromyidae;RODENTIA
;Chaetodipus nelsoni;Chaetodipus;Heteromyidae;RODENTIA
;Dicrostonyx nelsoni;Dicrostonyx;Cricetidae;RODENTIA
;Megadontomys nelsoni;Megadontomys;Cricetidae;RODENTIA
;Neotoma nelsoni;Neotoma;Cricetidae;RODENTIA
;Xenomys nelsoni;Xenomys;Cricetidae;RODENTIA
;Oryzomys nelsoni;Oryzomys;Cricetidae;RODENTIA
;Cryptotis nelsoni;Cryptotis;Soricidae;SORICOMORPHA
Duc de canillas rojas;Pygathrix nemaeus;Pygathrix;Cercopithecidae;PRIMATES
Macaco cola de cerdo sureño;Macaca nemestrina;Macaca;Cercopithecidae;PRIMATES
;Hydromys neobritannicus;Hydromys;Muridae;RODENTIA
;Uromys neobritannicus;Uromys;Muridae;RODENTIA
;Notopteris neocaledonica;Notopteris;Pteropodidae;CHIROPTERA
;Chalinolobus neocaledonicus;Chalinolobus;Vespertilionidae;CHIROPTERA
;Akodon neocenus;Akodon;Cricetidae;RODENTIA
;Pteropus neohibernicus;Pteropus;Pteropodidae;CHIROPTERA
;Sorex neomexicanus;Sorex;Soricidae;SORICOMORPHA
;Nelsonia neotomodon;Nelsonia;Cricetidae;RODENTIA
;Hipposideros nequam;Hipposideros;Hipposideridae;CHIROPTERA
;Rhinolophus nereis;Rhinolophus;Rhinolophidae;CHIROPTERA
;Acomys nesiotes;Acomys;Muridae;RODENTIA
;Myotis nesopolus;Myotis;Vespertilionidae;CHIROPTERA
;Nesolagus netscheri;Nesolagus;Leporidae;LAGOMORPHA
;Arvicanthis neumanni;Arvicanthis;Muridae;RODENTIA
;Mesocricetus newtoni;Mesocricetus;Cricetidae;RODENTIA
;Pseudoryx nghetinhensis;Pseudoryx;Bovidae;ARTIODACTYLA
;Mops niangarae;Mops;Molossidae;CHIROPTERA
;Microcavia niata;Microcavia;Caviidae;RODENTIA
;Trinycteris nicefori;Trinycteris;Phyllostomidae;CHIROPTERA
;Ardops nichollsi;Ardops;Phyllostomidae;CHIROPTERA
;Tupaia nicobarica;Tupaia;Tupaiidae;SCANDENTIA
;Crocidura nicobarica;Crocidura;Soricidae;SORICOMORPHA
;Cercopithecus nictitans;Cercopithecus;Cercopithecidae;PRIMATES
;Dryomys niethammeri;Dryomys;Gliridae;RODENTIA
;Saguinus niger;Saguinus;Cebidae;PRIMATES
Ardilla zorro oriental;Sciurus niger;Sciurus;Sciuridae;RODENTIA
;Pteropus niger;Pteropus;Pteropodidae;CHIROPTERA
;Cephalophus niger;Cephalophus;Bovidae;ARTIODACTYLA
Antílope sable;Hippotragus niger;Hippotragus;Bovidae;ARTIODACTYLA
;Gerbillus nigeriae;Gerbillus;Muridae;RODENTIA
;Crocidura nigeriae;Crocidura;Soricidae;SORICOMORPHA
;Chaerephon nigeriae;Chaerephon;Molossidae;CHIROPTERA
;Alouatta nigerrima;Alouatta;Atelidae;PRIMATES
Macaco negro crestado;Macaca nigra;Macaca;Cercopithecidae;PRIMATES
;Macaca nigrescens;Macaca;Cercopithecidae;PRIMATES
;Cryptotis nigrescens;Cryptotis;Soricidae;SORICOMORPHA
;Soriculus nigrescens;Soriculus;Soricidae;SORICOMORPHA
;Thoopterus nigrescens;Thoopterus;Pteropodidae;CHIROPTERA
;Mosia nigrescens;Mosia;Emballonuridae;CHIROPTERA
;Crocidura nigricans;Crocidura;Soricidae;SORICOMORPHA
;Myotis nigricans;Myotis;Vespertilionidae;CHIROPTERA
;Tragulus nigricans;Tragulus;Tragulidae;ARTIODACTYLA
;Thallomys nigricauda;Thallomys;Muridae;RODENTIA
;Gerbilliscus nigricaudus;Gerbilliscus;Muridae;RODENTIA
;Hemicentetes nigriceps;Hemicentetes;Tenrecidae;AFROSORICIDA
;Callithrix nigriceps;Callithrix;Cebidae;PRIMATES
;Aotus nigriceps;Aotus;Aotidae;PRIMATES
Tití cuellinegro;Saguinus nigricollis;Saguinus;Cebidae;PRIMATES
;Lepus nigricollis;Lepus;Leporidae;LAGOMORPHA
;Callicebus nigrifrons;Callicebus;Pitheciidae;PRIMATES
